TimeStamps,Elapsed Time,alpha,beta,delta,theta,gamma,eeg,attention,meditation,
2024-08-03 09:15:59.782,00:00:01.227,0.009052430103518232,0.0434470238434526,0.01618961152800577,0.009105871522673144,0.06795785829619733,-5.8811235;3.599063;9.707008;1.4983735;-10.621433;-11.321929;-5.321861;-0.30110943;7.007356;14.311577;14.255332;6.8734145;-0.9586426;-2.0463681;5.086227;10.448006;2.1408062;-13.295154;-17.047867;-4.3041706;10.184645;11.489828;3.5376089;3.5903678;14.449548;19.968393;9.4208555;-7.2653375;-12.762571;-7.3263054;-4.833529;-5.0681696;3.6933362;17.70674;22.027082;13.666386;3.5347183;-0.18691416;-0.19045946;1.010482;5.9786463;11.567728;9.113551;-0.57457256;-8.34117;-7.014414;2.4051268;8.663866;6.1749344;0.44155028,,,
2024-08-03 09:15:59.990,00:00:01.436,0.00881975935443332,0.04187226670091498,0.013094402077383166,0.010915804816530313,0.06668064083168586,-0.6913615;3.3650467;3.3438916;-1.1946912;-1.7252444;-0.9612234;-6.372885;-13.416525;-14.3201885;-10.251524;-6.9910417;-3.378668;6.249094;12.53123;2.4029338;-12.167977;-15.508208;-10.937362;-1.0088156;9.352621;6.527442;-3.815378;-4.9886785;2.640441;10.781147;11.238236;2.2441425;-5.9763746;-11.210314;-18.091257;-15.90694;-0.45076162;8.159605;0.8958016;-6.891297;-5.4347925;-0.9132743;0.75646055;-0.5684399;-3.7046487;-6.083265;-5.2143216;-2.0686955;1.2579899;3.1562955;-3.6048915;-19.499464;-29.316393;-25.170153;-10.264533,,,
2024-08-03 09:16:00.141,00:00:01.587,,,,,,7.953461;15.7655735;7.407842;-5.544886;-10.826612;-10.045933;-3.7564907;9.737497;19.531393;21.322506;20.893208;11.921907;-7.62432;-21.420979;-19.752878;-9.952363;0.5098255;8.884554;12.047567;11.138313;6.697685;-0.7950108;-3.3544621;3.1925044;10.904559;9.915588;1.8561352;-4.3220763;-2.5918658;2.5363357;0.40935183;-6.999228;-12.226539;-18.088915;-24.980843;-25.997837;-15.025572;8.907068;29.306593;24.260057;-1.1812681;-22.553963;-26.531631;-16.088728;-2.993479;1.7113559;-1.3606786;-8.130235;-15.560854;-12.75494,,,
2024-08-03 09:16:00.142,00:00:01.587,0.007676254831012254,0.043742538597681645,0.013571248546214117,0.010435184871560949,0.06902482108338179,,,,
2024-08-03 09:16:00.353,00:00:01.799,,,,,,0.34431338;4.793596;-5.057658;-15.603733;-16.913446;-12.2435465;-5.759164;3.2211912;8.820492;9.31951;14.931882;23.524406;16.716566;-5.9671474;-22.230629;-19.84778;-3.683938;16.57443;30.736614;33.154972;24.753305;11.640333;0.37556106;-8.156489;-12.974254;-11.874115;-5.3942122;6.17844;12.709631;6.030105;-0.4882656;-0.27482378;-0.27089113;1.8240793;7.7192545;11.204946;11.166123;10.034301;9.345531;10.581452;8.831212;0.61471313;-4.013803;2.0417674;8.999621;5.3373194;-6.6633005;-17.2342;-23.874287;-22.51846,,,
2024-08-03 09:16:00.355,00:00:01.801,,,,,,,6.810481071472168,,
2024-08-03 09:16:00.356,00:00:01.802,0.00891592056658882,0.0425362424479853,0.013473016738564119,0.009300016777896467,0.06978443604804759,,,9.915468215942383,
2024-08-03 09:16:00.563,00:00:02.009,0.009910450558885245,0.04709907697280955,0.012943838750212882,0.009029441857296613,0.06879297361232067,-6.7454486;13.668485;24.923395;24.988863;19.018152;11.491044;5.301346;4.2037244;6.307465;7.0732846;5.913503;3.7627993;3.6969805;6.45777;6.379351;1.7704182;-1.0270435;0.429294;1.5351406;0.62828666;-2.7436752;-12.447316;-24.008736;-31.590805;-34.794403;-27.718105;-9.75771;9.906186;22.282501;24.155508;21.194563;18.936792;13.264526;0.77593356;-11.9836;-19.497536;-21.455317;-16.990763;-7.815735;-0.46583283;2.9744473;9.216894;15.519024;12.352158;3.2338889;-6.310604;-13.834083;-17.103306;-15.658107;-10.780209,,,
2024-08-03 09:16:00.831,00:00:02.277,0.010738027136710172,0.04744718117713736,0.012637806749503796,,,-6.9013886;-4.809796;-4.249557;-5.2354164;-0.52268136;11.774839;20.798832;21.852493;15.996176;0.5682626;-14.755287;-16.141352;-7.2834115;4.208729;12.5025015;11.465039;6.7706656;6.2342296;7.7594914;10.376987;12.612897;10.557281;6.2228127;2.206765;-3.5857177;-12.49845;-19.338993;-18.302038;-8.762562;5.6281514;16.346542;16.422316;4.557152;-13.487145;-21.905191;-15.444268;-6.1681514;-1.2945175;-2.665252;-9.13589;-13.778156;-12.578477;-9.616419;-9.001934;-6.38052;-1.1857561;-1.1800432;-3.7634704;0.3445783;3.6936622,,,
2024-08-03 09:16:00.832,00:00:02.277,,,,0.009638640270356748,0.06822367112928243,,,,
2024-08-03 09:16:00.952,00:00:02.398,0.010003464314400488,0.04630434078405433,0.012081280095745911,0.010595760143753538,0.06478820744347767,-5.511167;-18.197615;-20.962784;-13.888526;-3.678692;3.5443366;4.5694704;1.702583;2.331054;2.7212634;-6.5554223;-14.738086;-10.126673;-1.6636976;3.7974396;9.482477;11.278133;2.4200823;-9.336177;-14.482581;-12.856791;-5.203496;0.7619832;-1.7741739;-6.9114137;-10.151254;-11.27589;-8.479569;-1.3600749;7.1787233;12.043282;9.356086;2.337541;0.8969366;7.7756557;13.539242;8.389698;-4.506815;-10.912702;-8.956441;-9.188671;-13.032779;-15.43403;-14.608748;-12.453652;-9.83393;-4.4316425;2.3112738;4.960193;-0.4146592,,,
2024-08-03 09:16:01.162,00:00:02.608,0.00998591974248041,0.047512357807868506,0.015596972319332903,0.012072022145706391,0.0647286714011865,-9.730225;-14.7562275;-16.46247;-15.97715;-8.590932;2.6134439;8.45311;6.8030524;3.020506;1.8270621;2.9480572;3.9645903;4.644067;3.9611704;0.81983316;-2.4176216;-3.5081239;-3.572474;-5.20177;-7.454497;-7.4268837;-6.228378;-6.323432;-9.050263;-15.934986;-22.380033;-23.105465;-22.500746;-23.67836;-23.18644;-19.737553;-16.26513;-16.043707;-17.457996;-14.959379;-11.925606;-17.554888;-29.060163;-38.33262;-40.676502;-33.868828;-23.371923;-17.56734;-18.546497;-20.627943;-18.178715;-13.685367;-12.684388;-13.203811;-8.923177,,,
2024-08-03 09:16:01.432,00:00:02.878,,,,,,-3.982333;-5.299235;-10.493771;-17.829733;-24.274986;-23.333473;-14.182679;-0.429308;10.487249;12.361054;9.22272;7.8305764;9.104003;10.4212;12.699503;18.230263;21.047726;18.243238;18.53123;22.864357;18.432795;2.1452181;-11.282862;-11.242274;-3.575803;5.911562;17.322464;22.895452;19.521883;15.904114;13.093527;11.443341;16.282637;20.444712;16.705074;13.110068;13.95763;15.123189;14.186717;9.749287;7.3337073;15.181338;25.912907;25.19026;14.987267;7.9624586;8.0782795;12.649613;15.935279;11.722874,,,
2024-08-03 09:16:01.433,00:00:02.879,,,,,,,6.3294243812561035,,
2024-08-03 09:16:01.435,00:00:02.880,0.011065154849176246,0.047522740275476046,0.019856978772888657,0.010940343196429883,0.06322530649725082,,,9.958242416381836,
2024-08-03 09:16:01.554,00:00:03.000,0.010279760429841541,0.045753718201581584,0.021118869606679115,0.012587311329343074,0.06238190955832324,5.206111;3.4856417;6.244643;10.4359255;8.733333;-1.2615817;-10.091045;-8.869707;1.1618712;10.694741;12.705672;10.284841;10.09472;12.017432;13.018063;14.349355;13.012977;4.331324;-3.8674905;-4.2014604;-1.2335479;2.5558267;9.521485;15.526192;14.988392;11.903967;10.596937;10.685706;12.899918;15.356159;15.557879;13.832406;10.666966;7.985296;5.6191664;1.0509009;-0.4077188;6.2218843;16.608839;25.862665;28.777342;26.512577;24.922392;22.264315;18.720987;18.574121;20.80004;19.322031;9.370228;-4.426022,,,
2024-08-03 09:16:01.762,00:00:03.208,,,,,,-8.746452;1.2816383;13.041734;16.401127;12.582893;3.7475004;-3.6544569;-2.2055252;4.700212;8.930984;10.376366;10.594513;6.0130277;0.6898127;-0.81833583;-4.488792;-11.79522;-15.44742;-11.087068;-3.6222322;0.5770351;1.7104288;0.71294516;-6.304168;-16.673264;-21.819561;-25.1138;-28.650005;-26.370586;-19.130335;-10.408253;-3.989192;-3.8517613;-5.514517;-3.4615138;-3.887692;-11.625872;-19.027632;-19.138721;-12.937299;-5.984936;-4.998926;-8.251165;-5.0954256;7.0849447;18.83159;22.90379;19.078197;11.316301;6.794863,,,
2024-08-03 09:16:01.763,00:00:03.208,0.010409651796275317,0.0475733228529795,0.02192659767243172,0.011974119851894578,0.06183229401487396,,,,
2024-08-03 09:16:01.974,00:00:03.420,0.011955905316577227,0.04685218651481924,0.027784460694522402,0.014349447580874178,0.061078617986278505,8.134344;10.203415;7.133432;-1.8285596;-9.447377;-7.3835845;3.09724;15.773022;26.690453;33.264233;35.189693;34.536263;37.174114;43.28587;39.976807;22.996346;5.993266;5.7029986;23.474226;42.21075;46.99388;43.66386;46.885006;51.843266;51.822025;49.773136;42.47059;36.376106;36.867622;33.77463;26.815475;22.995403;23.54699;25.604612;27.667845;30.183107;24.829882;7.801582;-11.520575;-22.339077;-19.064754;-9.253878;-9.083568;-22.070099;-27.026035;-9.264551;9.824355;10.782233;5.421297;3.6723528,,,
2024-08-03 09:16:02.152,00:00:03.598,0.011041328451764493,0.047304308405715395,0.034801990522104254,0.011550927511023485,0.06113254728178977,-2.692142;-16.43715;-25.753986;-24.231133;-22.139965;-28.412405;-33.948444;-29.12237;-22.535711;-21.995733;-23.258682;-24.98228;-31.299974;-38.553013;-36.204254;-25.460848;-16.480146;-11.177292;-8.488302;-12.884253;-21.761536;-23.048777;-17.365898;-16.923452;-23.86374;-30.871588;-34.45193;-36.91348;-35.91431;-25.374552;-8.091149;7.019316;11.269988;0.83461803;-12.851387;-15.342203;-8.59415;-2.023693;-0.118630715;-0.2311732;2.026843;5.3266993;6.9190974;5.851215;3.1508944;2.8614025;5.8751984;8.273698;8.435411;11.583591,,,
2024-08-03 09:16:02.364,00:00:03.809,,,,,,17.079714;14.326693;4.272011;-0.18631276;3.1267817;3.5637455;-1.0811157;-5.147859;-8.142464;-9.016458;-6.2744107;-3.7172565;-3.5317113;-1.9695257;2.1615503;6.016492;10.767323;15.424271;12.6279;1.965642;-5.7665806;-0.37661555;11.870371;13.431264;0.5307711;-14.230374;-20.619186;-18.266716;-13.455615;-13.028388;-16.524355;-16.131765;-7.803197;2.9479318;7.8541884;5.0876727;2.0939791;4.7478566;9.748078;10.547543;4.762645;-3.8619943;-11.847554;-14.9193;-8.086195;1.7184839;4.920444;4.7635446;5.934757;6.3370533,7.962067604064941,,
2024-08-03 09:16:02.365,00:00:03.811,0.012139849038680492,0.04591817543687581,0.033650762424185764,0.011772872386988101,0.05700743571329473,,,9.969261169433594,
2024-08-03 09:16:02.542,00:00:03.988,0.011855118626202287,,,,,5.3477554;5.165334;6.156998;6.204532;3.3632627;-0.47087428;-3.3257499;-3.7219844;0.93522763;6.194354;5.2678146;-0.667809;-8.577921;-15.25823;-16.480368;-14.434349;-15.105456;-17.84718;-18.957342;-18.061214;-12.832416;-5.0305705;-2.671146;-4.296497;-2.1819112;3.2062137;6.496867;5.7573733;-0.16730805;-10.615854;-18.411932;-18.843367;-14.283238;-7.7439284;-1.7558701;0.70542854;-2.386742;-7.646799;-9.258429;-8.384571;-6.7778144;-4.114124;-4.259536;-8.708988;-13.250255;-14.056872;-11.282662;-5.022049;3.795833;8.395714,,,
2024-08-03 09:16:02.543,00:00:03.988,,0.04902198140988958,0.031195743778033556,0.011998142487393627,0.057067902728520435,,,,
2024-08-03 09:16:02.842,00:00:04.288,0.011924010131611104,0.046434989957005686,0.033784229138443415,0.013476110779188198,0.056649984093561374,7.384943;7.696857;9.998448;10.07574;8.986653;11.950804;16.607597;11.56831;-1.320158;-9.312747;-12.566145;-17.054136;-20.996206;-17.192902;-4.0502796;8.921269;15.1041;15.156668;9.314333;0.90809757;-5.3068633;-9.301947;-9.637615;-5.6213636;-1.6331701;-1.1571492;-5.169809;-7.3551226;-1.4667445;4.2237077;0.9992319;-8.500143;-17.009682;-18.664268;-14.291832;-5.680371;6.3525295;15.130418;13.726481;4.52427;-4.859468;-10.484966;-11.427314;-9.170053;-6.607629;-4.4634676;-1.8033737;1.8293135;6.020687;7.5679126,,,
2024-08-03 09:16:02.963,00:00:04.409,0.011703775432923514,0.04657702095597963,0.03176734122989411,0.012863830704514533,0.055961911390541845,2.8154852;-5.495232;-11.647433;-12.589571;-9.550985;-6.7105527;-7.234686;-9.17674;-6.7712126;0.38276407;8.274135;11.606504;6.0969987;-3.2298124;-7.8420434;-5.8551836;1.0669113;8.01632;10.501686;12.414515;13.19286;9.33247;6.642513;6.53845;3.5956635;-1.4830016;-2.6505995;2.373441;5.597817;-4.8067513;-17.810484;-12.866463;2.5973969;14.637808;24.038254;30.784231;29.393406;17.799515;0.677868;-12.977566;-17.491293;-12.956397;-2.4078164;5.3757305;0.3528782;-11.2342005;-8.826985;8.774759;22.888186;23.414696,,,
2024-08-03 09:16:03.232,00:00:04.677,0.012666044142703134,0.04593615567933853,0.03210713624299384,0.012935522836756858,0.05711468067546689,12.2275505;-0.7250893;-5.8437552;-1.9219687;9.799034;20.953596;15.99322;-1.2549555;-6.8236737;4.804741;18.243233;25.891975;27.278568;20.304937;8.22659;1.6390378;3.8869388;5.8310747;0.94799197;-5.4337406;-4.951553;-0.18742055;0.38088915;-3.2834873;-3.7073991;-0.5147389;-2.6423004;-9.52285;-12.7494755;-13.011685;-13.968363;-13.653576;-10.19017;-8.538901;-9.762138;-3.7999365;8.243855;14.07063;10.332441;0.8386396;-10.467143;-21.16125;-26.2211;-20.859873;-12.465789;-8.628557;-6.4891276;-7.5169277;-12.482057;-12.745641,,,
2024-08-03 09:16:03.353,00:00:04.799,,,,,,-6.907178;-4.903088;-9.638382;-7.7062545;7.703715;18.149666;9.985341;-2.9726343;-4.316731;3.0070002;7.431173;5.1501627;0.14866589;-4.5873876;-10.6086;-13.732104;-8.038719;2.6463497;13.761603;20.353214;19.884178;14.66612;4.559724;-6.426399;-14.246884;-21.004812;-24.521427;-21.741503;-18.576252;-15.839778;-9.473469;-3.018288;2.280778;3.8156235;-0.9330869;-3.261735;2.97885;11.614598;12.010439;1.4585432;-10.84705;-12.617732;-2.1164975;10.23315;15.716993;12.504694;6.01848;5.570831;11.1954975;11.460719,,,
2024-08-03 09:16:03.354,00:00:04.800,,,,,,,7.3294997215271,,
2024-08-03 09:16:03.356,00:00:04.802,0.012255559304518096,0.0445042734181305,0.03131565751506398,0.01296109352173521,0.05687498074714957,,,9.979034423828125,
2024-08-03 09:16:03.562,00:00:05.008,0.012703696470847198,0.04371307927350253,0.03301897709203579,0.013680770160558714,0.05475096946163063,0.93115556;-10.462992;-12.909055;-3.0700212;13.420447;22.311396;21.108273;16.14887;8.500072;1.9935784;2.410243;6.06828;8.081299;7.9545894;1.2143278;-6.180936;-3.158015;3.694863;9.545975;14.945234;14.481645;10.668826;9.73675;12.028364;14.219956;9.93788;2.161711;1.1416519;2.231711;-0.027099168;6.212933;19.226498;18.713217;2.826306;-11.100024;-13.951225;-11.6501875;-10.107953;-7.8086486;-0.55237365;9.151232;9.479828;0.023903245;-4.6009073;1.6335009;10.107988;15.211237;18.891489;20.268816;21.672789,,,
2024-08-03 09:16:03.743,00:00:05.189,,,,,,23.70175;10.005485;-24.641752;-48.828915;-39.198017;-12.521735;7.4056883;13.366548;13.15452;17.149637;21.107916;17.653511;10.65061;5.4740496;-0.06571776;-11.871264;-24.524982;-22.749538;-6.1553273;7.882728;10.937851;7.5422835;2.9353213;-0.14687523;-3.2503731;-3.7895405;-0.32558668;1.1403779;-1.106694;-5.114855;-6.777525;-0.14399321;10.198925;13.981506;11.341683;6.8831487;2.6097078;2.1588671;4.330403;6.2413807;11.571002;16.634449;14.459041;9.084782;5.5288877;2.6720264;-0.055995986;1.9594011;9.542415;9.679863,,,
2024-08-03 09:16:03.744,00:00:05.189,0.01262539447873236,0.04453436539724511,0.03479901667527687,0.012701211721088108,0.05434200997447997,,,,
2024-08-03 09:16:03.981,00:00:05.427,,,,,,-1.7334287;-6.492365;0.76907736;3.50084;-3.6104574;-10.058586;-9.564735;-3.6407063;1.0499154;0.5715524;0.3231153;4.5744634;8.927023;4.5477557;-9.449039;-23.012163;-26.57583;-20.16942;-10.717964;-0.9124307;6.5231814;6.29199;0.80261976;-5.537711;-15.923664;-24.400047;-14.837642;4.659294;9.465343;-4.0125194;-19.603285;-24.897755;-20.191746;-11.476058;-1.776653;5.8599873;6.5466213;1.0821699;-5.5134215;-10.906856;-15.004186;-15.622221;-13.471068;-12.694056;-7.7303877;7.364666;19.017544;14.397528;2.0611408;-4.851612,,,
2024-08-03 09:16:03.982,00:00:05.428,0.012877552455575793,0.0456511900142183,0.03375070878350182,0.012896037994588614,0.054126377687237825,,,,
2024-08-03 09:16:04.162,00:00:05.608,0.011862378479751863,0.04626047337347344,,,,-5.047528;-5.738694;-10.450161;-11.219142;-1.3028902;11.132929;19.490719;23.698215;22.10653;14.780641;2.2844765;-10.358915;-11.910397;-0.5854154;8.991388;10.284592;13.556118;19.996473;18.330444;9.920478;6.8755226;6.723305;3.0695705;0.41127446;-0.3191824;0.1036536;1.9107908;4.2133965;8.319652;11.747118;10.884238;7.424609;9.308112;18.632881;22.80143;11.274379;-8.776377;-23.53351;-22.79575;-3.0425942;20.27982;28.200544;20.91591;11.569539;10.461306;14.233124;11.528956;-1.0456178;-13.155006;-13.389643,,,
2024-08-03 09:16:04.163,00:00:05.608,,,0.03519865990268525,0.01364515061410487,0.05565981527062419,,,,
2024-08-03 09:16:04.342,00:00:05.788,,,,,,-5.995812;0.503753;9.458783;19.721003;21.102867;14.063632;8.392704;7.5289826;8.362657;7.9124293;3.623187;-2.9176452;-5.435705;-3.9432278;-2.0071719;1.7472812;6.207184;8.364158;7.7295947;3.309422;-1.380897;0.90368253;6.9092197;5.090675;-5.9343057;-17.482014;-22.264587;-16.693722;-3.1003532;10.035216;15.247752;12.591101;9.231546;7.800078;1.5598186;-14.05392;-29.980566;-29.685959;-12.595034;5.5559683;12.768767;8.020386;-1.5472999;-10.534093;-17.192167;-19.15321;-16.67862;-12.416771;-8.660987;-4.329421,,,
2024-08-03 09:16:04.344,00:00:05.789,,,,,,,9.160512924194336,,
2024-08-03 09:16:04.345,00:00:05.791,0.012079655136879157,0.04336635098181952,0.03557543698247797,0.013586964295855089,0.05386302951959252,,,9.991246223449707,
2024-08-03 09:16:04.613,00:00:06.058,0.012319821355018972,0.044488266479963255,0.035843148825729136,0.013281480698800098,0.05278269553418711,1.7368128;6.056995;2.8864548;-10.28858;-20.832756;-13.5991335;3.9763703;11.99626;4.062296;-8.427395;-12.578304;-6.4278617;0.43326846;2.562884;4.708024;5.611139;-0.2790638;-9.52587;-14.5961685;-13.148818;-5.422453;5.0782037;6.4769497;-3.71216;-9.011602;-0.029803384;12.898652;15.634028;9.923363;6.09876;5.678528;6.848143;4.323188;-5.631357;-12.050779;-5.3086;6.535133;11.185614;8.797807;3.1598632;-5.270933;-12.278626;-16.20699;-16.914675;-9.225632;2.889292;7.5967607;6.2818966;5.7491236;0.5141163,,,
2024-08-03 09:16:04.791,00:00:06.236,0.012453608978119857,0.04466602279301942,0.0332297961004153,0.013342721856912121,0.05273849458729214,-9.584451;-11.212182;0.12264817;12.940585;10.449997;-8.076316;-25.866888;-28.933538;-16.64129;-1.1183522;5.586224;3.4750109;4.2335563;14.640419;23.976746;21.088041;11.657358;2.7252858;-4.9213853;-5.66379;-2.0863192;-4.2864966;-8.617785;-6.280946;1.3257805;5.876533;4.300961;2.8377726;2.8260055;1.3190345;0.9732848;0.031841867;-4.426033;-6.163138;-2.275194;3.2448785;11.52232;16.662878;8.944112;-0.41084805;-2.9256506;-5.824704;-6.992851;-2.161778;2.3465967;2.6165853;1.3191065;-0.6931033;0.07206752;8.450406,,,
2024-08-03 09:16:04.941,00:00:06.387,0.012608685030638514,0.04548641089787565,0.034267599373067295,0.013152113647124338,0.050944927725940635,16.938343;14.643968;5.995856;1.8912318;0.9405629;0.32218882;3.8444483;6.940395;3.2376995;-3.4031334;-8.385997;-9.158752;-3.375535;7.023678;14.440487;11.702436;8.516245;14.362079;14.462676;2.0273597;-6.9794564;-5.298881;-1.8477921;-0.80374664;1.8533905;6.156057;8.963013;9.330632;6.0533314;-0.77439135;-3.773181;1.2030941;4.838682;-1.7293167;-13.326197;-14.900905;-2.7922745;11.70807;23.355806;30.349014;24.185017;3.9852753;-13.608563;-16.397497;-10.794135;-8.549036;-15.99758;-22.403444;-12.202924;5.5325,,,
2024-08-03 09:16:05.243,00:00:06.689,0.012019308854109437,0.04690116671953213,0.03626072371323885,0.013722831666244903,0.0499172648362322,15.42602;18.507519;14.788584;2.3766458;-7.94636;-8.497198;-5.446095;-4.176779;-5.599531;-7.609415;-5.013282;1.4821342;5.9605193;8.805265;9.485192;5.2450857;2.875415;3.1478796;-3.354234;-10.967651;-6.043849;4.4521365;6.8308425;3.7986436;3.2350965;6.7064037;8.368586;1.5253868;-10.661284;-18.289179;-17.226324;-11.672458;-5.8624597;-1.7400993;-2.8594327;-6.557566;-7.1410284;-2.3613298;6.820336;8.470959;-3.7586443;-22.128883;-35.073215;-35.597836;-28.975252;-22.993631;-18.854975;-14.722633;-9.388744;-5.6695523,,,
2024-08-03 09:16:05.389,00:00:06.835,,,,,,-8.109693;-12.093098;-10.650264;-10.535033;-13.277209;-7.8965945;1.6092361;5.7082605;3.3245146;-3.634218;-9.725319;-12.908052;-13.983832;-13.154752;-12.028527;-12.102028;-7.418078;5.3556867;9.970259;-1.9838713;-16.848326;-23.272627;-16.136341;1.2368058;12.494958;6.4861546;-7.8122606;-17.13495;-21.289244;-21.733723;-14.512599;-1.2996433;7.3478584;1.7804457;-18.111036;-35.081738;-34.0297;-21.904764;-5.908341;13.859559;30.627365;29.71113;13.003196;-1.018174;-4.2493243;2.5703752;13.959133;18.42614;8.583219;-4.4073544,,,
2024-08-03 09:16:05.390,00:00:06.836,,,,,,,11.753997802734375,,
2024-08-03 09:16:05.391,00:00:06.837,0.01063981250803722,0.04724034330879849,0.03450286305679715,0.01374554561174964,0.05370777740318923,,,10.034990310668945,
2024-08-03 09:16:05.542,00:00:06.988,0.012194632368457452,0.04460153596899301,0.038763346206752,0.014791706968228352,0.055602648336551305,-3.3620138;7.862684;11.156491;0.3100453;-8.181598;-3.5451303;-0.1224748;-0.03735528;11.811615;26.977097;19.253672;-10.862734;-34.16066;-34.66294;-20.961618;-2.7277346;8.616987;0.16960172;-14.837045;-13.969869;-1.4771473;4.8588004;-1.1374438;-5.3690724;8.431663;23.187344;17.385101;4.7740736;-4.328783;-13.342623;-15.614674;-5.0991597;14.884213;36.154083;47.26701;37.864094;16.274841;1.4480189;-0.9471358;7.465455;20.450228;29.808828;34.15651;33.22775;27.395695;25.720543;37.776688;52.78361;51.368958;34.87898,,,
